list_id,comid,gage_id,ID,NHDV1_COMID,NHDV2_COMID,STATION_NAME,LATITUDE,LONGITUDE,FLOW_YRS_POST_1950,FLOW_YRS_PRE_1975,FINAL_REFERENCE,REF_BEGIN_YEAR,REF_END_YEAR,CEFF_type,geometry,date_begin,date_end,ward
11274000,2829226,11274000,T11274000,2829226,2829226,SAN JOAQUIN R NR NEWMAN CA,37.3504928,-120.97715,63,24,N,NA,NA,ALT,"c(-120.97715, 37.3504928)",1912-05-01,2019-12-26,7
11274538,2827158,11274538,T11274538,2827158,2827158,ORESTIMBA CR AT RIVER RD NR CROWS LANDING CA,37.41354657,-121.0160412,21,0,N,NA,NA,ALT,"c(-121.0160412, 37.41354657)",1992-04-15,2016-10-17,8
11274550,2828044,11274550,T11274550,2828044,2828044,SAN JOAQUIN R NR CROWS LANDING CA,37.43187949,-121.0138193,19,0,N,NA,NA,ALT,"c(-121.0138193, 37.43187949)",1995-10-01,2019-12-26,7
11276500,17081559,11276500,T11276500,17081559,17081559,TUOLUMNE R NR HETCH HETCHY CA,37.93742147,-119.7982326,64,24,N,NA,NA,ALT,"c(-119.7982326, 37.93742147)",1910-10-01,2019-12-26,5
11276600,17082145,11276600,T11276600,17082145,17082145,TUOLUMNE R AB EARLY INTAKE NR MATHER CA,37.87936848,-119.947126,42,4,N,NA,NA,ALT,"c(-119.947126, 37.87936848)",1970-10-01,2019-12-26,5
11276900,17082145,11276900,T11276900,17082145,17082145,TUOLUMNE R BL EARLY INTAKE NR MATHER CA,37.8815908,-119.9701824,47,8,N,NA,NA,ALT,"c(-119.9701824, 37.8815908)",1966-10-01,2019-12-26,5
11277300,17081431,11277300,T11277300,17081431,17081431,CHERRY C BL VALLEY DAM NR HETCH HETCHY CA,37.96769944,-119.9174029,56,17,N,NA,NA,ALT,"c(-119.9174029, 37.96769944)",1956-11-01,2019-12-26,5
11278000,17081409,11278000,T11278000,17081409,17081409,ELEANOR C NR HETCH HETCHY CA,37.969088,-119.882124,63,24,N,NA,NA,ALT,"c(-119.882124, 37.969088)",1909-10-01,2019-12-26,5
11278300,17082139,11278300,T11278300,17082139,17082139,CHERRY C NR EARLY INTAKE CA,37.89436824,-119.962682,56,18,N,NA,NA,ALT,"c(-119.962682, 37.89436824)",1956-06-01,2019-12-26,5
11278400,17081685,11278400,T11278400,17081685,17081685,"CHERRY C BL DION R HOLM PH, NR MATHER CA",37.8902017,-119.9699046,50,11,N,NA,NA,ALT,"c(-119.9699046, 37.8902017)",1963-04-01,2019-12-26,5
11284700,17074571,11284700,T11284700,17074571,17074571,NF TUOLUMNE R NR LONG BARN CA,38.09880899,-120.0996308,24,12,N,NA,NA,ALT,"c(-120.0996308, 38.09880899)",1962-09-01,1986-09-29,6
11288000,17080367,11288000,T11288000,17080367,17080367,TUOLUMNE R AB LA GRANGE DAM NR LA GRANGE CA,37.70909762,-120.4132502,20,20,N,NA,NA,ALT,"c(-120.4132502, 37.70909762)",1911-10-01,1970-10-16,6
11289650,2823750,11289650,T11289650,2823750,2823750,TUOLUMNE R BL LAGRANGE DAM NR LAGRANGE CA,37.666321,-120.4421394,43,4,N,NA,NA,ALT,"c(-120.4421394, 37.666321)",1970-10-01,2019-12-26,6
11290000,2823972,11290000,T11290000,2823972,2823972,TUOLUMNE R A MODESTO CA,37.6268752,-120.9879889,64,24,N,NA,NA,ALT,"c(-120.9879889, 37.6268752)",1895-01-01,2019-12-26,7
11292000,347511,11292000,T11292000,347511,347511,MF STANISLAUS R AT KENNEDY MDWS NR DARDANELLE CA,38.29741247,-119.7412867,64,24,N,NA,NA,ALT,"c(-119.7412867, 38.29741247)",1946-10-01,2018-09-30,5
11293500,342483,11293500,T11293500,342483,342483,NF STANISLAUS R BL SILVER C CA,38.43935632,-120.0157411,35,22,N,NA,NA,ALT,"c(-120.0157411, 38.43935632)",1952-10-01,1987-11-01,5
11293600,342483,11293600,T11293600,342483,342483,NF STANISLAUS R BL DIV DAM NR BIG MDW CA,38.4343564,-120.0187968,27,0,N,NA,NA,ALT,"c(-120.0187968, 38.4343564)",1987-10-01,2018-09-30,5
11295270,343159,11295270,T11295270,343159,343159,NF STANISLAUS R BL MCKAYS POINT DAM NR AVERY CA,38.2326959,-120.293528,25,0,N,NA,NA,ALT,"c(-120.293528, 38.2326959)",1989-08-01,2018-09-30,5
11295400,343589,11295400,T11295400,343589,343589,STANISLAUS R NR HATHAWAY PINES CA,38.14130917,-120.3729738,27,7,N,NA,NA,ALT,"c(-120.3729738, 38.14130917)",1967-08-01,1994-10-06,2
11296500,343249,11296500,T11296500,343249,343249,SF STANISLAUS R A STRAWBERRY CA,38.19741675,-120.0085176,64,24,N,NA,NA,ALT,"c(-120.0085176, 38.19741675)",1938-08-19,2018-09-30,5
11299200,348435,11299200,T11299200,348435,348435,NEW MELONES PP BL NEW MELONES DAM NR SONORA CA,37.94631414,-120.5282548,29,0,N,NA,NA,ALT,"c(-120.5282548, 37.94631414)",1974-10-01,2008-09-30,5
11302000,348545,11302000,T11302000,348545,348545,STANISLAUS R BL GOODWIN DAM NR KNIGHTS FERRY CA,37.85159385,-120.6379816,56,17,N,NA,NA,ALT,"c(-120.6379816, 37.85159385)",1957-02-01,2018-09-30,2
11303000,2819818,11303000,T11303000,2819818,2819818,STANISLAUS R A RIPON CA,37.72965078,-121.1104934,63,24,N,NA,NA,ALT,"c(-121.1104934, 37.72965078)",1940-10-01,2019-12-26,7
11308000,17066690,11308000,T11308000,17066690,17066690,NF CALAVERAS R NR SAN ANDREAS CA,38.22130689,-120.6993772,29,24,N,NA,NA,ALT,"c(-120.6993772, 38.22130689)",1950-04-01,1979-09-29,2
11308900,17067102,11308900,T11308900,17067102,17067102,CALAVERAS R BL NEW HOGAN DAM NR VALLEY SPRINGS CA,38.14797568,-120.8249362,29,13,N,NA,NA,ALT,"c(-120.8249362, 38.14797568)",1961-02-01,1990-09-30,2
11314500,17055544,11314500,T11314500,17055544,17055544,NF MOKELUMNE R BL SALT SPRINGS DAM CA,38.4935232,-120.2210266,64,24,N,NA,NA,ALT,"c(-120.2210266, 38.4935232)",1926-10-01,2018-09-30,2
11316000,17055540,11316000,T11316000,17055540,17055540,BEAR R NR SALT SPRINGS DAM CA,38.49352287,-120.2893623,36,23,N,NA,NA,ALT,"c(-120.2893623, 38.49352287)",1951-10-01,1987-09-29,3
11316600,17055970,11316600,T11316600,17055970,17055970,NF MOKELUMNE R AB TIGER C CA,38.44657711,-120.49020230000001,32,5,N,NA,NA,ALT,"c(-120.4902023, 38.44657711)",1969-10-01,2001-09-30,2
11316605,17055724,11316605,T11316605,17055724,17055724,TIGER C BL REGULATOR RES NR PIONEER CA,38.47694444,-120.4530556,11,0,N,NA,NA,ALT,"c(-120.4530556, 38.47694444)",2001-10-01,2018-09-30,3
11317000,17056670,11317000,T11317000,17056670,17056670,MF MOKELUMNE R A WEST POINT CA,38.3896344,-120.5265927,63,24,N,NA,NA,ALT,"c(-120.5265927, 38.3896344)",1911-10-01,2018-09-30,2
11319500,17057632,11319500,T11319500,17057632,17057632,MOKELUMNE R NR MOKELUMNE HILL CA,38.3126926,-120.7202112,63,24,N,NA,NA,ALT,"c(-120.7202112, 38.3126926)",1927-10-01,2018-09-30,2
11323500,3953353,11323500,T11323500,3953353,3953353,MOKELUMNE R BL CAMANCHE DAM CA,38.22047316,-121.0396646,63,24,N,NA,NA,ALT,"c(-121.0396646, 38.22047316)",1904-10-01,2018-09-30,6
11325500,948040261,11325500,T11325500,3953367,948040261,MOKELUMNE R A WOODBRIDGE CA,38.15852914,-121.3035592,61,24,N,NA,NA,ALT,"c(-121.3035592, 38.15852914)",1924-06-01,2018-09-30,7
11327000,17056674,11327000,T11327000,17056674,17056674,SUTTER C NR SUTTER CREEK CA,38.39574509,-120.7813239,20,14,N,NA,NA,ALT,"c(-120.7813239, 38.39574509)",1935-10-01,1980-09-29,10
11329500,3953331,11329500,T11329500,3953331,3953331,DRY C NR GALT CA,38.24797116,-121.2268913,37,24,N,NA,NA,ALT,"c(-121.2268913, 38.24797116)",1926-10-01,1997-12-06,7
11333000,20196266,11333000,T11333000,20196266,20196266,CAMP C NR SOMERSET CA,38.65712715,-120.6638189,50,20,N,NA,NA,ALT,"c(-120.6638189, 38.65712715)",1954-10-01,2004-09-29,6
11333500,20195536,11333500,T11333500,20195536,20195536,NF COSUMNES R NR EL DORADO CA,38.58879492,-120.8449367,37,24,N,NA,NA,ALT,"c(-120.8449367, 38.58879492)",1911-10-01,1987-09-29,4
11335000,20192498,11335000,T11335000,20192498,20192498,COSUMNES R A MICHIGAN BAR CA,38.50018619,-121.0452212,63,24,N,NA,NA,ALT,"c(-121.0452212, 38.50018619)",1907-10-01,2019-12-26,6
11336000,3953273,11336000,T11336000,3953273,3953273,COSUMNES R A MCCONNELL CA,38.35796752,-121.343839,32,24,N,NA,NA,ALT,"c(-121.343839, 38.35796752)",1941-10-01,1982-10-15,7
11336580,15040355,11336580,T11336580,15040355,15040355,MORRISON C NR SACRAMENTO CA,38.49851847,-121.4527317,44,15,N,NA,NA,ALT,"c(-121.4527317, 38.49851847)",1959-08-01,2017-11-27,10
11336585,15040999,11336585,T11336585,15040999,15040999,LAGUNA C NR ELK GROVE CA,38.42324335,-121.353284,17,0,N,NA,NA,ALT,"c(-121.353284, 38.42324335)",1995-10-01,2018-10-21,10
11342000,7966063,11342000,T11342000,7966063,7966063,SACRAMENTO R A DELTA CA,40.93959397,-122.4172351,63,24,N,NA,NA,ALT,"c(-122.4172351, 40.93959397)",1944-10-01,2019-12-26,3
11345500,7932193,11345500,T11345500,7932193,7932193,SF PIT R NR LIKELY CA,41.2307286,-120.4371726,64,24,N,NA,NA,ALT,"c(-120.4371726, 41.2307286)",1928-10-01,2019-12-26,6
11348500,7932045,11348500,T11348500,7932045,7932045,PIT R NR CANBY CA,41.40600116,-120.9277458,63,24,N,NA,NA,ALT,"c(-120.9277458, 41.40600116)",1904-01-01,2019-12-26,7
11350500,7932213,11350500,T11350500,7932213,7932213,ASH C A ADIN CA,41.19822445,-120.9433005,25,17,N,NA,NA,ALT,"c(-120.9433005, 41.19822445)",1904-04-01,1982-09-29,6
11352000,7926519,11352000,T11352000,7926519,7926519,PIT R NR BIEBER CA,41.01516624,-121.154694,24,23,N,NA,NA,ALT,"c(-121.154694, 41.01516624)",1904-04-01,1975-09-29,6
11360500,7952064,11360500,T11360500,7952064,7952064,BURNEY C A PARK AVENUE NR BURNEY CA,40.87626981,-121.6713765,20,15,N,NA,NA,ALT,"c(-121.6713765, 40.87626981)",1911-10-01,1980-09-29,3
11362500,7951808,11362500,T11362500,7951808,7951808,PIT R BL PIT NO 4 DAM CA,40.97349199,-121.7794355,63,24,N,NA,NA,ALT,"c(-121.7794355, 40.97349199)",1927-06-21,2018-09-30,3
11362950,7948302,11362950,T11362950,7948302,7948302,EF NELSON C BL DIV TO NELSON C PP NR BIG BEND CA,41.0401582,-121.8755504,13,0,N,NA,NA,ALT,"c(-121.8755504, 41.0401582)",1993-10-01,2017-02-03,3
11363000,7948916,11363000,T11363000,7948916,7948916,PIT R A BIG BEND CA,41.01932436,-121.911107,63,24,N,NA,NA,ALT,"c(-121.911107, 41.01932436)",1910-10-01,2018-09-30,3
11363930,7948346,11363930,T11363930,7948346,7948346,IRON CANYON C BL IRON CANYON DAM NR BIG BEND CA,41.03932379,-121.9852764,37,8,N,NA,NA,ALT,"c(-121.9852764, 41.03932379)",1966-09-01,2016-09-30,3
11365000,7951290,11365000,T11365000,7951290,7951290,PIT R NR MONTGOMERY CREEK CA,40.84376636,-122.0024986,62,23,N,NA,NA,ALT,"c(-122.0024986, 40.84376636)",1944-10-01,2018-09-30,3
11367500,7960779,11367500,T11367500,7960779,7960779,MCCLOUD R NR MCCLOUD CA,41.18821296,-122.065557,63,24,N,NA,NA,ALT,"c(-122.065557, 41.18821296)",1931-04-01,2018-09-30,3
11367760,7960871,11367760,T11367760,7960871,7960871,MCCLOUD R BL MCCLOUD DAM NR MCCLOUD CA,41.12515666,-122.0686126,11,3,N,NA,NA,ALT,"c(-122.0686126, 41.12515666)",1966-05-01,2018-09-30,3
11367800,7960915,11367800,T11367800,7960915,7960915,MCCLOUD R A AH-DI-NA NR MCCLOUD CA,41.1107115,-122.0961134,49,10,N,NA,NA,ALT,"c(-122.0961134, 41.1107115)",1964-10-01,2018-09-30,3
11368000,7962651,11368000,T11368000,7962651,7962651,MCCLOUD R AB SHASTA LK CA,40.9582079,-122.2197275,62,24,N,NA,NA,ALT,"c(-122.2197275, 40.9582079)",1945-10-01,2018-09-30,3
11370500,2495224,11370500,T11370500,2495224,2495224,SACRAMENTO R A KESWICK CA,40.6009835,-122.4444553,64,24,N,NA,NA,ALT,"c(-122.4444553, 40.6009835)",1938-10-01,2019-12-26,3
11376025,2764502,11376025,T11376025,2764502,2764502,NF BATTLE C BL MCCUMBER DAM NR MANZANITA LAKE CA,40.53737967,-121.732488,26,0,N,NA,NA,ALT,"c(-121.732488, 40.53737967)",1980-10-01,2018-09-30,3
11376550,2496048,11376550,T11376550,2496048,2496048,BATTLE C BL COLEMAN FISH HATCHERY NR COTTONWOOD CA,40.39820996,-122.1463869,51,13,N,NA,NA,ALT,"c(-122.1463869, 40.39820996)",1961-10-01,2019-12-26,3
11377100,12068830,11377100,T11377100,12068830,12068830,SACRAMENTO R AB BEND BRIDGE NR RED BLUFF CA,40.28848836,-122.1866645,64,24,N,NA,NA,ALT,"c(-122.1866645, 40.28848836)",1891-10-01,2019-12-26,4
11378800,12068268,11378800,T11378800,12068268,12068268,RED BANK C NR RED BLUFF CA,40.09015431,-122.4136117,23,15,N,NA,NA,ALT,"c(-122.4136117, 40.09015431)",1959-10-01,1982-09-29,6
11379500,12068798,11379500,T11379500,12068798,12068798,ELDER C NR PASKENTA CA,40.02376507,-122.5119462,64,24,N,NA,NA,ALT,"c(-122.5119462, 40.02376507)",1948-10-01,2019-12-26,6
11380500,12068336,11380500,T11380500,12068336,12068336,ELDER C A GERBER CA,40.05126768,-122.1658247,19,19,N,NA,NA,ALT,"c(-122.1658247, 40.05126768)",1949-10-01,1979-05-31,7
11382000,12074976,11382000,T11382000,12074976,12074976,THOMES C A PASKENTA CA,39.88765496,-122.5291655,46,24,N,NA,NA,ALT,"c(-122.5291655, 39.88765496)",1920-10-01,1996-09-30,4
11388000,12074518,11388000,T11388000,12074518,12074518,STONY C BL BLACK BUTTE DAM NR ORLAND CA,39.81849004,-122.3249913,35,19,N,NA,NA,ALT,"c(-122.3249913, 39.81849004)",1955-07-01,1990-09-30,6
11388500,12073156,11388500,T11388500,12073156,12073156,STONY C NR HAMILTON CITY CA,39.72349297,-122.047481,23,23,N,NA,NA,ALT,"c(-122.047481, 39.72349297)",1941-01-01,1973-09-29,7
11389000,2852705,11389000,T11389000,2852705,2852705,SACRAMENTO R A BUTTE CITY CA,39.45766285,-121.9941418,44,24,N,NA,NA,ALT,"c(-121.9941418, 39.45766285)",1938-10-01,1995-06-30,7
11389500,24688709,11389500,T11389500,24688709,24688709,SACRAMENTO R A COLUSA CA,39.21405663,-122.0002508,63,24,N,NA,NA,ALT,"c(-122.0002508, 39.21405663)",1921-04-11,2019-12-26,7
11390000,1680009,11390000,T11390000,1680009,1680009,BUTTE C NR CHICO CA,39.72599524,-121.7088643,63,24,N,NA,NA,ALT,"c(-121.7088643, 39.72599524)",1930-10-01,2019-12-26,6
11390500,2851625,11390500,T11390500,2851625,2851625,SACRAMENTO R BL WILKINS SLOUGH NR GRIMES CA,39.00989476,-121.82469,63,24,N,NA,NA,ALT,"c(-121.82469, 39.00989476)",1938-10-01,2019-12-26,7
11391000,2858217,11391000,T11391000,2858217,2858217,SACRAMENTO R A KNIGHTS LANDING CA,38.80295697,-121.7163526,30,24,N,NA,NA,ALT,"c(-121.7163526, 38.80295697)",1940-10-01,1981-04-29,7
11391400,8039053,11391400,T11391400,8039053,8039053,L LAST CHANCE C BL FRENCHMAN DAM NR CHILCOOT CA,39.89323697,-120.1890947,22,16,N,NA,NA,ALT,"c(-120.1890947, 39.89323697)",1958-10-01,1980-09-29,5
11391500,8039223,11391500,T11391500,8039223,8039223,BIG GRIZZLY C AT GRIZZLY VALLEY DAM NR PORTOLA CA,39.88378936,-120.4766045,28,22,N,NA,NA,ALT,"c(-120.4766045, 39.88378936)",1925-10-01,1980-09-29,6
11392500,8041803,11392500,T11392500,8041803,8041803,MF FEATHER R NR CLIO CA,39.753788,-120.5960511,29,24,N,NA,NA,ALT,"c(-120.5960511, 39.753788)",1925-10-01,1979-10-22,6
11395030,8037179,11395030,T11395030,8037179,8037179,SF FEATHER R BL LITTLE GRASS VALLEY DAM CA,39.72378055,-121.0221775,53,14,N,NA,NA,ALT,"c(-121.0221775, 39.72378055)",1927-10-01,2019-09-30,5
11395200,8037383,11395200,T11395200,8037383,8037383,SF FEATHER R BL DIV DAM NR STRAWBERRY VALLEY CA,39.6473898,-121.1188467,53,14,N,NA,NA,ALT,"c(-121.1188467, 39.6473898)",1960-10-01,2019-09-30,6
11396200,8037545,11396200,T11396200,8037545,8037545,SF FEATHER R BL FORBESTOWN DAM CA,39.5512773,-121.2094046,51,12,N,NA,NA,ALT,"c(-121.2094046, 39.5512773)",1962-09-30,2018-09-30,6
11396350,8038141,11396350,T11396350,8038141,8038141,SF FEATHER R A PONDEROSA DAM CA,39.54766514,-121.3041296,24,12,N,NA,NA,ALT,"c(-121.3041296, 39.54766514)",1962-07-01,1987-09-29,6
11399500,2773566,11399500,T11399500,2773566,2773566,NF FEATHER R NR PRATTVILLE CA,40.16822096,-121.093016,63,24,N,NA,NA,ALT,"c(-121.093016, 40.16822096)",1906-01-01,2018-09-30,6
11400500,2773562,11400500,T11400500,2773562,2773562,BUTT C BL ALMANOR-BUTT C TU NR PRATTVILLE CA,40.18710789,-121.1880187,58,19,N,NA,NA,ALT,"c(-121.1880187, 40.18710789)",1936-10-01,2018-09-30,6
11401112,2773068,11401112,T11401112,2773068,2773068,NF FEATHER R BL BELDEN DAM CA,40.07127605,-121.1646843,45,6,N,NA,NA,ALT,"c(-121.1646843, 40.07127605)",1968-10-01,2018-09-30,6
11401200,8027896,11401200,T11401200,8027896,8027896,INDIAN C NR TAYLORSVILLE CA,40.04794795,-120.8180078,20,16,N,NA,NA,ALT,"c(-120.8180078, 40.04794795)",1957-10-01,1980-09-29,6
11401500,948020984,11401500,T11401500,8027884,948020984,INDIAN C NR CRESCENT MILLS CA,40.07794668,-120.9280107,43,24,N,NA,NA,ALT,"c(-120.9280107, 40.07794668)",1906-04-01,1993-09-30,6
11402000,8027910,11402000,T11402000,8027910,8027910,SPANISH C AB BLACKHAWK C AT KEDDIE CA,40.002947,-120.9543994,64,24,N,NA,NA,ALT,"c(-120.9543994, 40.002947)",1933-10-01,2019-12-26,6
11403000,8025256,11403000,T11403000,8025256,8025256,EB OF NF FEATHER R NR RICH BAR CA,40.01044218,-121.2185749,25,17,N,NA,NA,ALT,"c(-121.2185749, 40.01044218)",1950-10-01,1982-09-29,6
11403200,2775196,11403200,T11403200,2775196,2775196,NF FEATHER R BL ROCK C DIV DAM CA,39.98016347,-121.2769099,28,0,N,NA,NA,ALT,"c(-121.2769099, 39.98016347)",1985-09-30,2018-09-30,6
11403530,2775448,11403530,T11403530,2775448,2775448,BUCKS C BL DIV DAM NR BUCKS LODGE CA,39.9043311,-121.2307963,15,0,N,NA,NA,ALT,"c(-121.2307963, 39.9043311)",1990-09-30,2018-09-30,5
11404300,2775564,11404300,T11404300,2775564,2775564,GRIZZLY C BL DIV DAM CA,39.89127458,-121.2941314,39,1,N,NA,NA,ALT,"c(-121.2941314, 39.89127458)",1985-09-30,2018-09-30,6
11404500,2776482,11404500,T11404500,2776482,2776482,NF FEATHER R A PULGA CA,39.79432869,-121.4516352,64,24,N,NA,NA,ALT,"c(-121.4516352, 39.79432869)",1911-04-01,2018-09-30,6
11405300,2776484,11405300,T11405300,2776484,2776484,WB FEATHER R NR PARADISE CA,39.78655041,-121.5627497,29,17,N,NA,NA,ALT,"c(-121.5627497, 39.78655041)",1957-10-01,1986-09-29,6
11406999,7968113,11406999,T11406999,7968113,7968113,FEATHER R A OROVILLE R ONLY CA,39.52155294,-121.5477477,37,1,N,NA,NA,ALT,"c(-121.5477477, 39.52155294)",1973-10-01,2017-09-30,6
11407000,7968113,11407000,T11407000,7968113,7968113,FEATHER R A OROVILLE CA,39.52155294,-121.5477477,63,24,N,NA,NA,ALT,"c(-121.5477477, 39.52155294)",1901-10-01,2018-09-30,6
11407150,7972453,11407150,T11407150,7972453,7972453,FEATHER R NR GRIDLEY CA,39.36655513,-121.6471932,34,10,N,NA,NA,ALT,"c(-121.6471932, 39.36655513)",1964-10-01,1998-09-30,7
11407300,7972059,11407300,T11407300,7972059,7972059,N HONCUT C NR BANGOR CA,39.34211157,-121.4913554,20,13,N,NA,NA,ALT,"c(-121.4913554, 39.34211157)",1960-10-01,1981-09-29,7
11407500,8053903,11407500,T11407500,8053903,8053903,S HONCUT C NR BANGOR CA,39.36766755,-121.3721856,36,24,N,NA,NA,ALT,"c(-121.3721856, 39.36766755)",1950-10-01,1986-09-29,6
11407900,8058617,11407900,T11407900,8058617,8058617,M YUBA R BL JACKSON MDWS DAM NR SIERRA CITY CA,39.51601214,-120.5621572,23,10,N,NA,NA,ALT,"c(-120.5621572, 39.51601214)",1964-10-01,1987-09-29,5
11408500,8059611,11408500,T11408500,8059611,8059611,M YUBA R A MILTON CA,39.52267846,-120.5824359,21,14,N,NA,NA,ALT,"c(-120.5824359, 39.52267846)",1926-02-01,1996-06-17,5
11408550,8058581,11408550,T11408550,8058581,8058581,M YUBA R BL MILTON DAM CA,39.5218451,-120.583547,27,0,N,NA,NA,ALT,"c(-120.583547, 39.5218451)",1987-10-01,2018-09-30,5
11408880,8063597,11408880,T11408880,8063597,8063597,M YUBA R BL OUR HOUSE DAM CA,39.4115596,-120.9980072,45,6,N,NA,NA,ALT,"c(-120.9980072, 39.4115596)",1968-10-01,2018-09-30,6
11409000,8060677,11409000,T11409000,8060677,8060677,M YUBA R AB OREGON C NR NORTH SAN JUAN CA,39.39294765,-121.0816208,19,19,N,NA,NA,ALT,"c(-121.0816208, 39.39294765)",1941-04-01,1969-09-29,6
11409400,8060553,11409400,T11409400,8060553,8060553,OREGON C BL LOG CABIN DAM NR CAMPTONVILLE CA,39.4393363,-121.0591211,44,6,N,NA,NA,ALT,"c(-121.0591211, 39.4393363)",1968-09-01,2018-09-30,4
11413000,8058675,11413000,T11413000,8058675,8058675,N YUBA R BL GOODYEARS BAR CA,39.5248937,-120.9380068,64,24,N,NA,NA,ALT,"c(-120.9380068, 39.5248937)",1930-10-01,2019-12-26,4
11413300,8056663,11413300,T11413300,8056663,8056663,SLATE C BL DIV DAM NR STRAWBERRY CA,39.61433564,-121.0521781,53,14,N,NA,NA,ALT,"c(-121.0521781, 39.61433564)",1960-10-01,2019-09-30,6
11413520,8060745,11413520,T11413520,8060745,8060745,N YUBA R BL NEW BULLARDS BAR DAM NR N SAN JUAN CA,39.39044696,-121.1444008,38,8,N,NA,NA,ALT,"c(-121.1444008, 39.39044696)",1966-08-13,2004-09-29,6
11414100,8064519,11414100,T11414100,8064519,8064519,FORDYCE C BL FORDYCE DAM NR CISCO CA,39.37990268,-120.4993742,48,8,N,NA,NA,ALT,"c(-120.4993742, 39.37990268)",1966-06-09,2018-09-30,5
11414250,8064105,11414250,T11414250,8064105,8064105,S YUBA R A LANGS CROSSING NR EMIGRANT GAP CA,39.3185118,-120.657712,48,8,N,NA,NA,ALT,"c(-120.657712, 39.3185118)",1965-12-01,2018-09-30,5
11414700,8063383,11414700,T11414700,8063383,8063383,JACKSON C BL JACKSON LK CA,39.4646235,-120.5638229,7,0,N,NA,NA,ALT,"c(-120.5638229, 39.4646235)",1989-01-20,2018-09-30,5
11416500,8063529,11416500,T11416500,8063529,8063529,CANYON C BL BOWMAN LK CA,39.43962219,-120.661326,64,24,N,NA,NA,ALT,"c(-120.661326, 39.43962219)",1927-01-05,2018-09-30,5
11417000,8063831,11417000,T11417000,8063831,8063831,S YUBA R NR WASHINGTON CA,39.36045417,-120.7716064,19,19,N,NA,NA,ALT,"c(-120.7716064, 39.36045417)",1942-04-01,1972-10-11,5
11418500,8061235,11418500,T11418500,8061235,8061235,DEER C NR SMARTVILLE CA,39.22433764,-121.2685697,64,24,N,NA,NA,ALT,"c(-121.2685697, 39.22433764)",1935-10-01,2019-12-26,4
11421000,7981844,11421000,T11421000,7981844,7981844,YUBA R NR MARYSVILLE CA,39.17572511,-121.5249647,63,24,N,NA,NA,ALT,"c(-121.5249647, 39.17572511)",1943-10-01,2019-12-26,7
11421770,15014869,11421770,T11421770,15014869,15014869,BEAR R BL DRUM AFTERBAY NR BLUE CANYON CA,39.2543436,-120.7749374,32,8,N,NA,NA,ALT,"c(-120.7749374, 39.2543436)",1966-04-02,2018-09-29,1
11421790,15014455,11421790,T11421790,15014455,15014455,BEAR R BL DUTCH FLAT AFTERBAY NR DUTCH FLAT CA,39.21350886,-120.8452174,46,8,N,NA,NA,ALT,"c(-120.8452174, 39.21350886)",1965-12-01,2018-09-30,1
11422500,15014563,11422500,T11422500,15014563,15014563,BEAR R BL ROLLINS DAM NR COLFAX CA,39.131285,-120.95911,53,13,N,NA,NA,ALT,"c(-120.95911, 39.131285)",1912-04-01,2018-09-30,1
11424000,948020363,11424000,T11424000,15069368,948020363,BEAR R NR WHEATLAND CA,39.0001727,-121.4066238,64,24,N,NA,NA,ALT,"c(-121.4066238, 39.0001727)",1928-10-23,2019-12-26,8
11425000,7975783,11425000,T11425000,7973617,7975783,FEATHER R NR NICOLAUS,38.8904532,-121.6044058,33,24,N,NA,NA,ALT,"c(-121.6044058, 38.8904532)",1942-04-01,1983-09-29,3
11426200,14992405,11426200,T11426200,14992405,14992405,NF FORBES C NR DUTCH FLAT CA,39.1435107,-120.7593781,29,18,N,NA,NA,ALT,"c(-120.7593781, 39.1435107)",1956-07-27,1985-09-29,1
11426400,14993723,11426400,T11426400,14993723,14993723,N SHIRTTAIL C NR DUTCH FLAT CA,39.13017676,-120.7966019,29,18,N,NA,NA,ALT,"c(-120.7966019, 39.13017676)",1956-10-01,1985-09-29,1
11427000,14996611,11427000,T11427000,14996611,14996611,NF AMERICAN R A NORTH FORK DAM CA,38.93600919,-121.023833,63,24,N,NA,NA,ALT,"c(-121.023833, 38.93600919)",1941-10-01,2019-12-26,1
11427500,14993579,11427500,T11427500,14993579,14993579,MF AMERICAN R A FRENCH MEADOWS CA,39.1096266,-120.4813127,62,23,N,NA,NA,ALT,"c(-120.4813127, 39.1096266)",1951-10-01,2018-09-30,1
11427750,14992381,11427750,T11427750,14992381,14992381,DUNCAN CYN C BL DIV DAM NR FRENCH MEADOWS CA,39.13295978,-120.4838132,49,10,N,NA,NA,ALT,"c(-120.4838132, 39.13295978)",1964-10-01,2018-09-30,1
11427760,14992983,11427760,T11427760,14992983,14992983,MF AMERICAN R AB MF PH NR FORESTHILL CA,39.0251806,-120.5954812,48,9,N,NA,NA,ALT,"c(-120.5954812, 39.0251806)",1965-09-01,2018-09-30,1
11427770,14992983,11427770,T11427770,14992983,14992983,MF AMERICAN R BL INTERBAY DAM NR FORESTHILL CA,39.02629158,-120.603537,26,9,N,NA,NA,ALT,"c(-120.603537, 39.02629158)",1965-10-01,2018-09-30,1
11427960,14997045,11427960,T11427960,14997045,14997045,RUBICON R BL RUBICON LK CA,38.98879619,-120.2232453,23,0,N,NA,NA,ALT,"c(-120.2232453, 38.98879619)",1991-09-30,2018-09-30,5
