"objectid","sampleid","stationcode","sampledate","samplemonth","sampleday","sampleyear","collectionmethodcode","fieldreplicate","databasecode","count","number_of_mmi_iterations","number_of_oe_iterations","pcnt_ambiguous_individuals","pcnt_ambiguous_taxa","e","mean_o","oovere","oovere_percentile","mmi","mmi_percentile","csci","csci_percentile","scoredate","scorenotes","cleaned","rand","processed_by","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project"
5991,"634TLC001_07212005_BMI_TRC_1","634TLC001","2005-07-21 00:00:00",7,21,2005,"BMI_TRC",1,"SWAMP",488,1,20,0,0,11.5400305,13.7,1.18717191,0.84,0.78927127,0.12,0.98822159,0.47,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{566536D2-A8A3-4586-8C06-3731E5A73805}",NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"903WE0798_06222005_BMI_CSBP_Comp_1","903WE0798","2005-06-22 00:00:00",6,22,2005,"BMI_CSBP_Comp",1,"",476,1,1,41.38655462,15.38461538,6.48152646,3,0.46285393,0,0.97747083,0.45,0.72016238,0.04,"2018-09-02 06:52:35","Distinct set to NA","Yes",2,"machine","SWAMP","2012-03-08 00:00:00","true","{07F78B59-278E-4561-896D-2E7EA23E002C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8599,"304SED070_05062007_BMI_RWB_1","304SED070","2007-05-06 00:00:00",5,6,2007,"BMI_RWB",1,"SWAMP",609,20,20,0,0,13.28529783,13.5,1.01616088,0.53,0.93985671,0.37,0.9780088,0.45,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{B6DD5070-9C47-473D-A8AB-8BEE6182278A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,"603CON001_09062006_BMI_TRC_1","603CON001","2006-09-06 00:00:00",9,6,2006,"BMI_TRC",1,"SWAMP",696,20,20,0,0,10.3408873,9.35,0.90417773,0.31,1.09547885,0.7,0.99982829,0.5,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{D94AB5E0-1F65-45AF-9797-6CEA74A93819}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1419,"404S26670_06182012_BMI_RWB_1","404S26670","2012-06-18 00:00:00",6,18,2012,"BMI_RWB",1,"",595,20,20,0.33613445,6.66666667,8.33071564,5.75,0.69021681,0.05,0.52060543,0,0.60541112,0.01,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2014-08-09 00:00:00","true","{07E9658E-C935-4E84-BF4C-DDDB4CED9264}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2181,"536SED006_09202011_BMI_RWB_1","536SED006","2011-09-20 00:00:00",9,20,2011,"BMI_RWB",1,"",600,20,20,12.66666667,15.18987342,21.21838256,21.7,1.02269812,0.55,1.09269443,0.7,1.05769628,0.64,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-06-07 00:00:00","false","{76AF7C6A-5C8A-479A-9819-70F9536AAFF6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3455,"412LAR025_04272005_BMI_TRC_1","412LAR025","2005-04-27 00:00:00",4,27,2005,"BMI_TRC",1,"",369,1,1,54.47154472,25,8.26380482,2,0.24201927,0,0.40564785,0,0.32383356,0,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2012-03-08 00:00:00","true","{4781652E-A882-44D9-A431-4EC144651BB2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1644,"513UNCAKC_06042009_BMI_RWB_1","513UNCAKC","2009-06-04 00:00:00",6,4,2009,"BMI_RWB",1,"",267,1,1,1.87265918,3.38983051,11.96472818,12,1.00294798,0.51,0.88952991,0.27,0.94623894,0.37,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","false","{A625CCBB-790A-4C60-B68F-E3A9F06A2B12}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2044,"526PS0072_09152010_BMI_RWB_1","526PS0072","2010-09-15 00:00:00",9,15,2010,"BMI_RWB",1,"",487,1,20,1.64271047,5.12820513,16.48072869,14.4,0.87374777,0.25,0.91474508,0.32,0.89424643,0.25,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-03-08 00:00:00","false","{4B886AB9-D584-443D-B42A-07EA7AD72B44}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2048,"526PS0220_08252008_BMI_RWB_1","526PS0220","2008-08-25 00:00:00",8,25,2008,"BMI_RWB",1,"",592,20,20,0,0,13.33181825,11,0.82509376,0.18,0.86196543,0.22,0.84352959,0.16,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","false","{2099BA5C-519D-44E9-8CD2-9B328CA91363}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3054,"909SLAW02_05062008_BMI_RWB_1","909SLAW02","2008-05-06 00:00:00",5,6,2008,"BMI_RWB",1,"",587,20,20,4.59965928,12.19512195,6.7064593,7,1.04376985,0.59,0.62796565,0.02,0.83586775,0.15,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","true","{188E4299-4671-461E-A90E-172B4DD71614}",NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"201TVY030_04152005_BMI_CSBP_Comp_2","201TVY030","2005-04-15 00:00:00",4,15,2005,"BMI_CSBP_Comp",2,"",496,1,20,9.07258065,5,13.49624395,8,0.59275751,0.02,0.54801118,0.01,0.57038435,0,"2018-09-02 06:52:35","Distinct set to NA","Yes",2,"machine","SWAMP","2012-04-12 00:00:00","false","{F40CEB3E-5EAC-4495-AC25-21C7EA740B5C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3561,"540CE0590_08082006_BMI_TRC_1","540CE0590","2006-08-08 00:00:00",8,8,2006,"BMI_TRC",1,"",500,1,20,6.8,7.5,11.05210215,12.85,1.16267474,0.8,1.04737319,0.6,1.10502397,0.74,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-05 00:00:00","false","{98046E0D-9406-4F2A-9EF8-56590D9E7F36}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6206,"631WWF001_09152005_BMI_RWB_1","631WWF001","2005-09-15 00:00:00",9,15,2005,"BMI_RWB",1,"SWAMP",554,20,20,0,0,13.93371038,18.85,1.3528342,0.97,1.09166889,0.7,1.22225155,0.92,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{CD5AE93D-E89C-48A5-BDF7-81660E3DB8F6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6011,"634UTR008_09212000_BMI_SNARL_1","634UTR008","2000-09-21 00:00:00",9,21,2000,"BMI_SNARL",1,"SWAMP",1598,20,20,0.25031289,1.33333333,17.50324509,19.55,1.11693574,0.73,1.04744333,0.6,1.08218953,0.7,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{00873290-F56F-472F-8D49-8E5329111823}",NA,NA,NA,NA,NA,NA,NA,NA,NA
636,"113CE0487_06302004_BMI_RWB_1","113CE0487","2004-06-30 00:00:00",6,30,2004,"BMI_RWB",1,"",460,1,20,1.52173913,3.07692308,12.71782302,12,0.94355771,0.38,0.75811253,0.09,0.85083512,0.18,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-04 00:00:00","false","{DE3B8989-B1A0-46B8-9FAC-7E7C3654D741}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2173,"536CLR247_07082014_BMI_RWB_1","536CLR247","2014-07-08 00:00:00",7,8,2014,"BMI_RWB",1,"",349,1,1,4.58452722,7.89473684,13.37251285,9,0.67302235,0.04,0.90909619,0.31,0.79105927,0.1,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2016-08-04 00:00:00","false","{074D87FE-F9A6-4EE2-A1FB-11A428271175}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2274,"552PS0072_08302011_BMI_RWB_1","552PS0072","2011-08-30 00:00:00",8,30,2011,"BMI_RWB",1,"",596,20,20,2.18120805,8.33333333,14.60797535,10.6,0.72563102,0.07,0.51736747,0,0.62149924,0.01,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-06-07 00:00:00","false","{D52B273B-6E32-4CD3-A572-AAC493F8883A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3562,"552WE0509_08072001_BMI_TRC_1","552WE0509","2001-08-07 00:00:00",8,7,2001,"BMI_TRC",1,"",516,20,20,3.68217054,4.54545455,13.11040714,16.95,1.29286603,0.94,1.09797742,0.71,1.19542172,0.89,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{2A1E509C-36FA-4BE2-8619-15C638E82422}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1459,"407CE0092_04272004_BMI_RWB_1","407CE0092","2004-04-27 00:00:00",4,27,2004,"BMI_RWB",1,"",525,20,20,0,0,9.48965866,3.65,0.38462922,0,0.25195626,0,0.31829274,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-04 00:00:00","true","{D4C45A68-4182-4CC4-9E63-8CA9A99C0B17}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5882,"636LTRABR_08182007_BMI_CSBP_Trans_1","636LTRABR","2007-08-18 00:00:00",8,18,2007,"BMI_CSBP_Trans",1,"SWAMP",854,20,20,1.63934426,11.26760563,11.98550203,11.9,0.99286621,0.49,0.96916591,0.43,0.98101606,0.45,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{B9253C66-9FBD-4B23-9306-582FEC5ADE5F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"204AVJ110_04152005_BMI_CSBP_Comp_1","204AVJ110","2005-04-15 00:00:00",4,15,2005,"BMI_CSBP_Comp",1,"",497,1,20,17.70623742,7.69230769,12.85764478,9,0.69997267,0.06,0.68754261,0.04,0.69375764,0.03,"2018-09-02 06:52:35","Distinct set to NA","Yes",2,"machine","SWAMP","2012-04-11 00:00:00","false","{A8E7456C-D1A4-4967-BE9E-6145201A6165}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2099,"531LJCSRx_10202003_BMI_RWB_1","531LJCSRx","2003-10-20 00:00:00",10,20,2003,"BMI_RWB",1,"",465,1,20,1.72043011,4.54545455,9.66490663,4,0.41386846,0,0.3874161,0,0.40064228,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2016-02-05 00:00:00","false","{BF00C5E0-9C77-4814-82CB-FA150B051D35}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2431,"632PS0110_07082013_BMI_RWB_1","632PS0110","2013-07-08 00:00:00",7,8,2013,"BMI_RWB",1,"",618,20,20,1.94174757,5.19480519,12.91086537,14.35,1.11146694,0.72,1.10723672,0.73,1.10935183,0.75,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2015-02-04 00:00:00","false","{1218340E-4C12-4A0D-80FC-80E6C08E2B52}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6285,"603UOW009_07201999_BMI_SNARL_1","603UOW009","1999-07-20 00:00:00",7,20,1999,"BMI_SNARL",1,"SWAMP",1886,20,20,0,0,11.3963869,11.35,0.99592968,0.49,1.03866917,0.59,1.01729943,0.54,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{7961BA0F-06F3-424F-B249-E76B403522EF}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8118,"408CGCS04_11061998_BMI_CSBP_Trans_1","408CGCS04","1998-11-06 00:00:00",11,6,1998,"BMI_CSBP_Trans",1,"SWAMP",795,20,20,14.15816327,14.28571429,7.81320911,5,0.63994191,0.03,0.60963689,0.01,0.6247894,0.01,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{6F3710D6-F178-473F-8499-88BA39A11641}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3482,"509CE0305_07312007_BMI_TRC_1","509CE0305","2007-07-31 00:00:00",7,31,2007,"BMI_TRC",1,"",580,20,20,1.55172414,5.35714286,9.96359579,10.4,1.04379987,0.59,1.07524433,0.66,1.0595221,0.64,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-04 00:00:00","false","{DA633632-B006-4747-ABA5-A315177E0CC8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5216,"906CCECRx_11092000_BMI_CSBP_Trans_1","906CCECRx","2000-11-09 00:00:00",11,9,2000,"BMI_CSBP_Trans",1,"SWAMP",889,20,20,0,0,7.02023129,8.25,1.17517496,0.82,0.57152274,0.01,0.87334885,0.21,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{C018A1AC-3B2E-4F9D-ABFA-AE2D32723060}",NA,NA,NA,NA,NA,NA,NA,NA,NA
7242,"522MFSCMC_11032000_BMI_CSBP_Trans_1","522MFSCMC","2000-11-03 00:00:00",11,3,2000,"BMI_CSBP_Trans",1,"SWAMP",858,20,20,0.93240093,5.76923077,16.82964099,15.75,0.93584884,0.37,1.15332663,0.8,1.04458774,0.61,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{3D2F49E5-4CEC-4735-B733-13CE6941011D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9270,"114MRCMRx_06252002_BMI_CSBP_Trans_1","114MRCMRx","2002-06-25 00:00:00",6,25,2002,"BMI_CSBP_Trans",1,"SWAMP",489,1,1,35.37832311,7.69230769,11.2123689,11,0.98105941,0.46,0.99238834,0.48,0.98672388,0.47,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{4F3DA1CE-70B2-47D1-BA46-50CAF07B376E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6356,"631KIR001_08191999_BMI_SNARL_1","631KIR001","1999-08-19 00:00:00",8,19,1999,"BMI_SNARL",1,"SWAMP",1441,20,20,0,0,11.56967137,11.6,1.00262139,0.51,1.09789605,0.71,1.05025872,0.62,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{EFF8206E-A9E9-44B3-AA7D-4A209F96AEE9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6243,"632ECR007_09072007_BMI_TRC_1","632ECR007","2007-09-07 00:00:00",9,7,2007,"BMI_TRC",1,"SWAMP",584,20,20,0,0,13.48208117,11.65,0.86410991,0.24,1.08656602,0.69,0.97533797,0.44,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{596E85A2-0D4E-46C1-977B-5CBA67FD8198}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5277,"904ECHRBx_05131999_BMI_CSBP_Trans_1","904ECHRBx","1999-05-13 00:00:00",5,13,1999,"BMI_CSBP_Trans",1,"SWAMP",830,20,20,1.09090909,13.63636364,6.83291904,5,0.73175168,0.08,0.59235263,0.01,0.66205215,0.02,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{1C637781-1AAE-40F9-8325-1E2031406B57}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2805,"901NP9FLC_04302014_BMI_RWB_2","901NP9FLC","2014-04-30 00:00:00",4,30,2014,"BMI_RWB",2,"",583,20,20,0,0,6.42135974,5.95,0.92659503,0.35,0.96719576,0.43,0.94689539,0.37,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2016-07-08 00:00:00","false","{B6DB60E8-C5CA-42E6-95AF-8C3D24CD8DF5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4063,"412LAR024_04262005_BMI_TRC_1","412LAR024","2005-04-26 00:00:00",4,26,2005,"BMI_TRC",1,"SWAMP",507,20,1,99.80276134,50,8.23237181,1,0.12147168,0,0.30925018,0,0.21536093,0,"2016-08-08 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{38785AFC-3F92-4E2A-B04C-4591B67E35FB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8997,"202PES140_04092002_BMI_CSBP_Trans_1","202PES140","2002-04-09 00:00:00",4,9,2002,"BMI_CSBP_Trans",1,"SWAMP",879,20,20,1.82025028,4.16666667,12.42360411,13.5,1.08664119,0.68,1.11184096,0.73,1.09924108,0.73,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{5FEAE3DE-9754-4E39-ADE8-1A953E5CE49A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1600,"509PS0049_08262010_BMI_RWB_1","509PS0049","2010-08-26 00:00:00",8,26,2010,"BMI_RWB",1,"",587,20,20,3.57751278,8.64197531,14.6155562,17,1.16314424,0.8,1.11830182,0.75,1.14072303,0.81,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-03-08 00:00:00","false","{6B35971E-C4B6-4269-BDEC-20870281384E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
949,"206PIN610_06032013_BMI_RWB_1","206PIN610","2013-06-03 00:00:00",6,3,2013,"BMI_RWB",1,"",576,20,20,14.26086957,10.86956522,13.0727292,10.5,0.80319877,0.15,0.38428741,0,0.59374309,0.01,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2014-08-08 00:00:00","false","{4A208062-2BF1-4F33-A4CD-B90EBDDF2216}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9922,"SMC00144_06202008_BMI_RWB_MCM_1","SMC00144","2008-06-20 00:00:00",6,20,2008,"BMI_RWB_MCM",1,"SMC",573,20,20,0.87260035,4.16666667,6.61704062,5.7,0.86141227,0.23,0.88248883,0.26,0.87195055,0.21,"2016-09-07 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{9D3D9456-057C-4843-80A1-120F4850E5D5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9126,"201LAG390_04192001_BMI_CSBP_Trans_1","201LAG390","2001-04-19 00:00:00",4,19,2001,"BMI_CSBP_Trans",1,"SWAMP",842,20,20,11.54761905,7.84313726,15.86686282,20.3,1.27939595,0.93,1.06828382,0.65,1.17383989,0.86,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{905F5931-0B1E-4E85-80D9-FB52057AA8D9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8475,"403WE0501_06072001_BMI_CSBP_Trans_1","403WE0501","2001-06-07 00:00:00",6,7,2001,"BMI_CSBP_Trans",1,"SWAMP",860,20,20,2.09302326,4.6875,11.91286334,13.1,1.09965166,0.7,1.00338638,0.51,1.05151902,0.63,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{A0635684-4260-4317-98C7-5541084FE522}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3451,"412LAR016_06202005_BMI_TRC_1","412LAR016","2005-06-20 00:00:00",6,20,2005,"BMI_TRC",1,"",500,1,20,3.6,9.09090909,7.65682825,3,0.39180714,0,0.60687046,0.01,0.4993388,0,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2012-03-08 00:00:00","true","{EC6A4976-56C3-4AC5-8900-86735ABDE033}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,"402BA0031_05282008_BMI_RWB_1","402BA0031","2008-05-28 00:00:00",5,28,2008,"BMI_RWB",1,"",75,1,1,1.33333333,4.54545455,8.42636187,6,0.71205107,0.07,0.56746526,0.01,0.63975817,0.01,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","true","{F1E5BC1E-1579-4201-AE84-B7E24E2531F0}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2990,"905WE1018_04252002_BMI_RWB_1","905WE1018","2002-04-25 00:00:00",4,25,2002,"BMI_RWB",1,"",463,1,20,0.64794816,9.67741935,6.19932175,7,1.12915578,0.75,0.55752383,0.01,0.8433398,0.16,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","true","{DB011204-9DAD-403F-93F2-25945D8FBDC6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
726,"114CE0059_06072004_BMI_RWB_1","114CE0059","2004-06-07 00:00:00",6,7,2004,"BMI_RWB",1,"",470,1,20,0,0,14.70152549,13.7,0.93187608,0.36,0.66357506,0.03,0.79772557,0.1,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-04 00:00:00","false","{15BFC405-A3FB-4E39-81C1-7E07FE3C745A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9160,"201WLK140_04172001_BMI_CSBP_Trans_1","201WLK140","2001-04-17 00:00:00",4,17,2001,"BMI_CSBP_Trans",1,"SWAMP",891,20,20,0,0,12.91870069,13.45,1.04112637,0.59,1.10611075,0.72,1.07361856,0.68,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{F7A8C3F6-5D6E-4C3A-8096-2C859209F444}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4955,"412CE0616_07162015_BMI_RWB_MCM_1","412CE0616","2015-07-16 00:00:00",7,16,2015,"BMI_RWB_MCM",1,"SMC",591,20,20,0,0,7.68300326,5.85,0.761421,0.1,0.57989369,0.01,0.67065734,0.02,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{2EBED69F-FE9D-4726-9204-1B7F0C71EDBA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2214,"539CCRARR_07212010_BMI_RWB_1","539CCRARR","2010-07-21 00:00:00",7,21,2010,"BMI_RWB",1,"",276,1,1,6.15942029,9.30232558,9.739502,6,0.61604793,0.02,0.69355389,0.04,0.65480091,0.02,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-03-08 00:00:00","false","{480C4858-B96E-41CB-A655-3818208597B1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5415,"903SLGRD2_06172006_BMI_CSBP_Trans_1","903SLGRD2","2006-06-17 00:00:00",6,17,2006,"BMI_CSBP_Trans",1,"SWAMP",820,20,20,13.90243902,7.69230769,8.30993144,6,0.72202762,0.07,0.59947039,0.01,0.660749,0.02,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{657D9BBD-D342-49BD-844D-5DACF0888AD5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9837,"314WE0898_05232001_BMI_CSBP_Trans_1","314WE0898","2001-05-23 00:00:00",5,23,2001,"BMI_CSBP_Trans",1,"SWAMP",900,20,20,0.11111111,1.88679245,11.83498213,11.5,0.97169559,0.44,0.65027091,0.03,0.81098325,0.12,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{34C7A98A-95A7-466A-84FF-9077563CFAD4}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5380,"902TCI15x_11111999_BMI_CSBP_Trans_1","902TCI15x","1999-11-11 00:00:00",11,11,1999,"BMI_CSBP_Trans",1,"SWAMP",835,20,20,11.65865385,8.10810811,6.86686927,7.9,1.15045149,0.79,0.76316801,0.09,0.95680975,0.39,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{F8380356-1E84-4462-8CE0-F097C6189C82}",NA,NA,NA,NA,NA,NA,NA,NA,NA
710,"113PS0168_07062011_BMI_RWB_1","113PS0168","2011-07-06 00:00:00",7,6,2011,"BMI_RWB",1,"",604,20,20,3.97350993,3.27868852,13.21470073,10.45,0.79078597,0.14,1.14695497,0.79,0.96887047,0.42,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-06-07 00:00:00","false","{1D59A9AA-DB46-450E-B327-225FEF691D57}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2405,"631DEP001_08282012_BMI_RWB_1","631DEP001","2012-08-28 00:00:00",8,28,2012,"BMI_RWB",1,"",573,20,20,7.67888307,7.01754386,12.58455401,13.7,1.08863612,0.68,1.33506623,0.97,1.21185117,0.91,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2014-08-09 00:00:00","false","{5EA60F7C-14AC-441E-AC89-C67CB8E2C23C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"105PS0083_09082009_BMI_RWB_1","105PS0083","2009-09-08 00:00:00",9,8,2009,"BMI_RWB",1,"",598,20,20,2.34113712,2.77777778,14.83719071,20,1.34796407,0.97,0.98889995,0.48,1.16843201,0.85,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","false","{9D680127-159D-4574-82F3-98C8DDBB23DC}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1719,"516PS0543_08072013_BMI_RWB_1","516PS0543","2013-08-07 00:00:00",8,7,2013,"BMI_RWB",1,"",677,20,20,1.04166667,2.04081633,15.18160353,11.25,0.74102844,0.09,0.66867482,0.03,0.70485163,0.03,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2015-02-04 00:00:00","false","{D2CFB94F-C01F-4B29-9CAC-C26DB4D06035}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6962,"540SED106_07032007_BMI_RWB_1","540SED106","2007-07-03 00:00:00",7,3,2007,"BMI_RWB",1,"SWAMP",649,20,20,0,0,12.8823274,16.5,1.28082446,0.93,1.06119379,0.63,1.17100913,0.86,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{3E50F1AF-786D-4F0E-8B7E-758A834CE480}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3520,"521WE0747_09072001_BMI_TRC_1","521WE0747","2001-09-07 00:00:00",9,7,2001,"BMI_TRC",1,"",483,1,20,1.6563147,3.57142857,17.26273233,20.8,1.20490775,0.86,1.08309932,0.68,1.14400354,0.82,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{F0BD2D04-2C83-406A-966B-C4CA20821D16}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2293,"554FSC207_06192014_BMI_RWB_1","554FSC207","2014-06-19 00:00:00",6,19,2014,"BMI_RWB",1,"",581,20,20,1.54905336,11.11111111,12.65600273,8.9,0.70322362,0.06,0.7745818,0.1,0.73890271,0.05,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2016-08-04 00:00:00","false","{2E33C1D2-91FE-43AC-8AA5-ED499F1B2005}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5323,"903WE0798_05172001_BMI_CSBP_Trans_1","903WE0798","2001-05-17 00:00:00",5,17,2001,"BMI_CSBP_Trans",1,"SWAMP",867,20,20,0.23148148,3.33333333,6.48152646,8,1.23427715,0.89,0.99604623,0.49,1.11516169,0.76,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{94879890-3E39-4DB1-A8F9-0D71CE50EBB5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
